"order_id;""customer_id"";""order_status"";""order_purchase_timestamp"";""order_delivered_customer_date"";""customer_city"";""customer_state"";""product_id"";""price"";""freight_value"";""payment_type"";""payment_value"";""product_category_name"";""review_score"""
"3f5ff6ee2cdbae33ef3b6aa6a193f9f6;""72fbfb632e6357d45a3a96a755cfd9b2"";""delivered"";""2018-06-12 15:48:00"";""2018-06-19 23:06:39"";""campos dos goytacazes"";""RJ"";""c1ad8ac66c91ad301cefc322ba2adf31"";492.0;22.63;""credit_card"";514.63;""relogios_presentes"";1"
"6070ab7b5e87d4ed488918683d044bfa;""ed2f0df9d569485c302eb6405a4700f1"";""delivered"";""2017-09-03 21:18:38"";""2017-09-12 19:25:49"";""canoas"";""RS"";""1eaf224c19e07b6e50bf0119eea1dd26"";99.9;17.95;""credit_card"";117.85;""cama_mesa_banho"";4"
"76798592e95b1f75ed2b348e55ba742d;""f31c345639891fdc347c83b03e2ca2b7"";""delivered"";""2018-05-16 16:47:20"";""2018-05-23 16:27:36"";""assis"";""SP"";""928e52a9ad53a294fdcc91bcf59d1751"";130.0;8.85;""credit_card"";833.1;""utilidades_domesticas"";5"
"ff354f13d748eb3a9af6e99698f60fc2;""8bdcd11b55403afdb8529f39cb0d4e04"";""delivered"";""2017-05-08 17:59:21"";""2017-05-17 09:52:39"";""cruzeiro do oeste"";""PR"";""02d48451331287e2bf12560d032d57a6"";79.0;15.3;""credit_card"";94.3;""eletronicos"";3"
"c0279fdc49b580fa9e3b659f87812b9e;""ab192227675f252659b0de44371dc665"";""delivered"";""2018-04-13 13:29:56"";""2018-04-19 18:01:38"";""santo andre"";""SP"";""4d7bb00ae05b63575484f113503baf21"";219.22;12.16;""boleto"";231.38;""casa_construcao"";5"
"3ee3908bb8219eefa5d3699d6fdc6d75;""6c1433334b9652a4b751fe18aaaf4225"";""delivered"";""2018-05-10 10:49:01"";""2018-05-25 15:05:23"";""santana do livramento"";""RS"";""65650c84064ff1a79e4a05988f4c3e9f"";23.99;27.08;""credit_card"";204.28;""utilidades_domesticas"";5"
"5c226b11bc0f3438cfdacd76b39e4fee;""834159b7ec167f3ad1ace27a60a545fb"";""delivered"";""2017-11-06 11:46:04"";""2017-11-22 16:35:32"";""taio"";""SC"";""45df8892a1d74d2e8f960dc06625fdab"";290.0;16.78;""boleto"";920.34;""telefonia"";4"
"d27e502287dfd6690077b513380b7fbd;""bf08885e81c08228779ba7da3beb7e2f"";""delivered"";""2017-12-09 14:35:29"";""2017-12-13 19:03:33"";""sao paulo"";""SP"";""a1efabfd513c691eeb2650e5f04e5cb6"";37.99;13.08;""debit_card"";102.14;""esporte_lazer"";5"
"3a6c27f9d9f17facdd07d9d8a275dd15;""f6829852d6fce28aeee943748b3ff075"";""delivered"";""2018-06-21 15:31:35"";""2018-07-28 19:12:30"";""rio de janeiro"";""RJ"";""1747048d975dfb4b55bc232200ccc53f"";79.0;33.03;""boleto"";112.03;""utilidades_domesticas"";2"
"b05b331d732972ead47dbea28dd5305f;""1d01743ecce3d128328fa7261e7c1650"";""delivered"";""2017-12-17 13:10:06"";""2018-01-08 23:29:14"";""rio de janeiro"";""RJ"";""3ff53c0418c367eb333906f83eff8fbd"";49.0;15.11;""credit_card"";64.11;""papelaria"";4"
"a4887ea2ccd5e37945934525a9939e9c;""a2ddbf4db9d0f1bb35918b4d567f1705"";""delivered"";""2018-03-31 14:12:29"";""2018-04-06 23:56:32"";""sorocaba"";""SP"";""6b00cb3fe05c73d0acef3fd949a34c0f"";45.99;7.39;""credit_card"";53.38;""brinquedos"";1"
"eb2df9ac90b38292e0596d534bc73c2d;""e7b9cb018f3a336331ff2118f6fd5305"";""delivered"";""2017-12-06 10:37:40"";""2017-12-11 17:29:03"";""cotia"";""SP"";""09d0b4ab2eaebcde59d4dd8bea2c6be6"";81.2;11.77;""credit_card"";92.97;""brinquedos"";5"
"34b796020f4e844c32a2be513b713f4e;""648b76d368b7925ea72042de4f00a9a8"";""delivered"";""2018-06-24 12:56:24"";""2018-07-04 19:21:38"";""japura"";""PR"";""1a4949c8e8e15e002d012272e49817ea"";56.0;18.49;""credit_card"";148.98;""moveis_decoracao"";5"
"4ee512b414a41f8ed0239751fc1d77bf;""b416aff8022d39644292751bafe2e0ab"";""delivered"";""2018-06-05 20:20:37"";""2018-06-13 16:20:50"";""oroco"";""PE"";""909b87db6cb3a7ab26bd03cc59860136"";40.0;13.61;""credit_card"";53.61;""informatica_acessorios"";5"
"83ef226cf3b661d1cc190b0a983e2619;""a5cddf2c05cdef8335fc89d9dccceab7"";""delivered"";""2017-11-24 11:08:53"";""2017-11-30 23:28:32"";""pindamonhangaba"";""SP"";""154e7e31ebfa092203795c972e5804a6"";23.99;11.85;""boleto"";35.84;""beleza_saude"";5"
"d3085edb0a0b0d550bd72f712de90c09;""1ebe4440e27e63e562784cd1b8a85a37"";""delivered"";""2018-05-24 11:00:54"";""2018-06-04 15:48:26"";""sao paulo"";""SP"";""ca5c923962558430573f83661dbe36d6"";96.0;18.25;""credit_card"";54.25;""pet_shop"";5"
"4ef4d5ad1ca0e17cc5c92da8acbb0773;""91776ece9ccbf384df0fd53452fa70c8"";""delivered"";""2018-03-24 18:18:07"";""2018-04-02 22:28:55"";""sao paulo"";""SP"";""1acb18fc869c5489d5f76abcd681165e"";135.0;15.04;""boleto"";150.04;""esporte_lazer"";5"
"caea6e101e14d01d432ac29659dc6db1;""63172dc62e54662668b2fb3a57c8fabd"";""delivered"";""2017-08-30 13:50:57"";""2017-09-14 19:14:54"";""porto alegre"";""RS"";""f71f42e2381752836563b70beb542f80"";31.9;17.63;""credit_card"";49.53;""informatica_acessorios"";5"
"6160672f31a87bdbafd522f69d9e5d8b;""433fefa0623e48aa82b3b44494524a29"";""delivered"";""2017-06-18 18:58:51"";""2017-06-29 13:29:41"";""rio de janeiro"";""RJ"";""2d80e0dc6fc972cd1ba6ba2972792e82"";14.89;14.1;""credit_card"";115.96;""beleza_saude"";5"
"9ddc868ed710a9e94bcbf5972309f450;""54171e00b716beeb65658203ce2bac47"";""delivered"";""2017-04-09 19:57:23"";""2017-05-02 08:18:03"";""inhambupe"";""BA"";""f522bb1400b17373f48c625ccdcb3a13"";525.0;58.3;""credit_card"";583.3;""ferramentas_jardim"";5"
"5b97959bc8102d72edcb01bdb5a0e9df;""987c969d893ae9713001643cbe08fe88"";""delivered"";""2017-07-03 19:47:34"";""2017-07-12 09:07:50"";""sao jose dos pinhais"";""PR"";""9b968712a8768d8e23318f73476af1a3"";9.99;16.6;""credit_card"";26.59;""bebes"";5"
"fc94ca74e236e7bad0e7a33cd62dc474;""a807bd3f8b7f9925b6eb9d07c0f3387a"";""delivered"";""2017-05-08 13:12:30"";""2017-05-23 10:27:42"";""carambei"";""PR"";""cddf971ea646c184a153eb3899113d5e"";20.7;15.1;""credit_card"";71.6;""esporte_lazer"";5"
"f3c3a7ba1b89f8248dbb8e42813efad5;""2722d60fd1027ac0dda8e5fda7105448"";""delivered"";""2018-04-04 18:02:41"";""2018-04-11 17:52:07"";""sao paulo"";""SP"";""dbb67791e405873b259e4656bf971246"";81.99;7.92;""credit_card"";179.82;""informatica_acessorios"";1"
"67348b916dece1709eda43da06e03fed;""02be3c1e80d42583e71d6c2eb9cade45"";""delivered"";""2017-07-05 10:50:48"";""2017-07-17 18:17:54"";""curitiba"";""PR"";""763c99ba797c7d691e58bec3d42843bf"";19.99;15.11;""voucher"";35.1;""utilidades_domesticas"";5"
"60f9a8bb9a63c3a3a0a57eedd90f1536;""441a64d207dab5faa2b66a381d759148"";""delivered"";""2018-03-27 15:44:50"";""2018-04-09 20:49:36"";""rio de janeiro"";""RJ"";""73a1c27772beb35c2b0caf9a809570f8"";20.4;15.23;""boleto"";71.26;""automotivo"";3"
"e15e937a644b742c6083b44d0f9a0ab4;""0b55cfa61c39a208b1326f98e265dc32"";""delivered"";""2017-09-12 20:38:12"";""2017-09-19 20:03:00"";""brasilia"";""DF"";""014a8a503291921f7b004a5215bb3c36"";36.9;12.81;""credit_card"";114.99;""bebes"";1"
"c71168b3286e7c26a34e005edb6a63e8;""f5dde50166526727f7184b05280ccc2b"";""delivered"";""2017-07-16 21:38:43"";""2017-07-24 19:04:02"";""tapiratiba"";""SP"";""196616257eff8bc851dc4fc041cbbbe9"";114.97;25.11;""credit_card"";140.08;""moveis_sala"";5"
"e48714c58c7f24c9680410f70af4a962;""5feb7f86e689cbef134d509cf9845867"";""delivered"";""2018-05-18 16:44:26"";""2018-06-01 21:09:41"";""barra bonita"";""SP"";""09ab4881a3f3ec7ce2749c3023260358"";55.99;12.83;""boleto"";68.82;""automotivo"";5"
"2f9df1faa244b3c72c69901d8c999539;""d47066f2891c6abba2644add82add774"";""delivered"";""2017-08-07 17:34:54"";""2017-08-21 18:07:49"";""feira de santana"";""BA"";""a14f93c69d3e0d7482819dd023a1d2cd"";120.0;18.41;""credit_card"";138.41;""informatica_acessorios"";4"
"70b552ddd260593a445a635431384e35;""42e503e49de01ed4aec2e7f0bab4b618"";""delivered"";""2018-06-11 20:29:45"";""2018-06-14 21:23:56"";""carapicuiba"";""SP"";""595fac2a385ac33a80bd5114aec74eb8"";118.9;5.07;""credit_card"";265.57;""perfumaria"";5"
"00d88c00221ce96a1cfcaca9f2fceb3b;""2726ee187e4908c9683ac2a8a0424af1"";""delivered"";""2018-03-06 23:02:01"";""2018-03-28 15:49:01"";""volta redonda"";""RJ"";""7814c273ab16783d73a9863ebfa8b141"";250.0;97.56;""credit_card"";347.56;""moveis_decoracao"";4"
"79c697a71c6bfb37a4c83d238e695404;""d02dd1853ff4c18315adcae9b9340446"";""delivered"";""2018-06-15 19:19:38"";""2018-06-22 21:21:55"";""pindamonhangaba"";""SP"";""58e3e57e37601dce8a567e7c1f9e2090"";12.5;19.32;""voucher"";20.0;""brinquedos"";5"
"e80b7d9d6ca2b46da0d5abe9c1d47548;""45e3f9d574b70d26719ba4fa0988f07b"";""delivered"";""2018-06-03 11:42:01"";""2018-06-07 13:28:41"";""sao paulo"";""SP"";""7eb96ea641252f20b26fd6878d009a1d"";45.0;12.36;""credit_card"";148.72;""utilidades_domesticas"";4"
"dbb786efd821d7f903d79cb502ba3083;""0e4fd4d8d6afeecc119bb53e5b119169"";""delivered"";""2018-08-02 19:14:27"";""2018-08-13 16:54:31"";""sao paulo"";""SP"";""441293f432282ea2ab9c82fe5f0fb875"";159.0;17.38;""credit_card"";176.38;""moveis_decoracao"";3"
"9f8336f54e26b60f22aa66d469bcf6f4;""9815f77b72f304d1872b10a857b2130d"";""delivered"";""2018-04-05 13:06:18"";""2018-04-10 22:52:16"";""sao paulo"";""SP"";""70120d2f9b9193aa0030342072d8adec"";39.97;7.39;""credit_card"";47.36;""telefonia"";4"
"bfb022f17ef48196bf7cda1a9a437517;""3dda9e6c4c336587def527c9d32eac08"";""delivered"";""2017-02-12 14:14:09"";""2017-03-08 11:57:48"";""joinville"";""SC"";""e40fa115d27ea4a80bf2136d5f0cfcd7"";159.0;15.28;""credit_card"";174.28;""eletrodomesticos"";1"
"1d812d7b785dff5e4568cc8f7e76f230;""00bae1a0d3566c3af0c3c67fd2204935"";""delivered"";""2018-02-22 16:11:14"";""2018-03-06 19:06:41"";""arapora"";""MG"";""c3097e07a0a5de0d4b4c836d90c5a284"";13.7;15.1;""boleto"";57.6;""eletronicos"";3"
"40a2f98011d4a7be3a934cc6ca8afd9b;""5d7d2b31d60795166c2521bdd498b0cf"";""delivered"";""2017-05-16 18:26:49"";""2017-05-25 15:09:58"";""rio de janeiro"";""RJ"";""0ed27993e016d4546e2038bfd75b812c"";59.9;16.18;""credit_card"";76.08;"""";5"
"5a85ba245a3a3bcb21334e761e0ef1a2;""25a7aac1dd876892549320c943a19160"";""delivered"";""2017-09-16 19:56:51"";""2017-09-19 17:33:21"";""sorocaba"";""SP"";""ea44caac707f7f1325182a538007f838"";50.0;12.23;""credit_card"";62.23;""bebes"";5"
"0b685cd6f272b410ca1a0cd1fbf0a548;""78a6006cf4a106dcb7d4b8f91e664860"";""delivered"";""2018-07-24 15:02:15"";""2018-07-31 15:12:47"";""curitiba"";""PR"";""d1a7965ac8d6ae62c9c1984434227cb6"";69.9;18.29;""credit_card"";88.19;""informatica_acessorios"";5"
"f2ec8bd7dc2b9af258766fe469a5931e;""2ab885f5c189c548b974c71966554173"";""delivered"";""2017-08-09 21:49:32"";""2017-08-14 20:34:56"";""itatiba"";""SP"";""88dd63919fc9ab693803578a04a20209"";34.99;7.78;""boleto"";42.77;""informatica_acessorios"";5"
"5e4a5632c531091bf04eb6e365e84d36;""058b4cfa2da81472fbfe410a03f536c7"";""delivered"";""2018-02-22 19:24:45"";""2018-03-14 19:03:02"";""niteroi"";""RJ"";""e44f675b60b3a3a2453ec36421e06f0f"";107.0;15.5;""credit_card"";122.5;""esporte_lazer"";5"
"ddee5c5feeb0bf3d7d713fb1192977a8;""9dff903e11569e3f1c326a0adcd2d746"";""delivered"";""2018-08-20 15:37:16"";""2018-08-27 22:14:22"";""sao bernardo do campo"";""SP"";""156fef830e2c8871e3f1bf4dadf8e312"";29.99;15.28;""credit_card"";45.27;""esporte_lazer"";4"
"b62fb8675350e9d26562d21d74f310bc;""196589770e3a1f3bec937543f965046b"";""delivered"";""2018-04-27 15:42:08"";""2018-05-08 19:44:57"";""sao joao da boa vista"";""SP"";""f7a17d2c51d9df89a4f1711c4ac17f33"";48.9;12.79;""boleto"";61.69;""utilidades_domesticas"";5"
"9704b8f76b77e74be19dd79d9371b6b4;""fc105fb8764574f55866fa877934c978"";""delivered"";""2017-07-05 17:22:50"";""2017-07-27 14:13:38"";""hortolandia"";""SP"";""aba86c093ccdbac75b09111d57e50004"";116.6;17.55;""credit_card"";134.15;""moveis_escritorio"";1"
"49b9d47f2bb04361f15cf1537390dd60;""fb2b3d5e34ae153e59fe64aa930e01d5"";""delivered"";""2017-02-07 21:32:58"";""2017-02-24 10:42:09"";""sao paulo"";""SP"";""b6cefe1d620b9208fe6fae76b2c72887"";65.0;15.75;""debit_card"";80.75;""bebes"";3"
"9d7a96279b14559afb68ea97f4767f33;""6ead771fa151a566436c30ca97f90644"";""delivered"";""2017-05-11 08:39:53"";""2017-05-19 08:51:39"";""osasco"";""SP"";""a402021e638981087a4952cb77e5c46b"";80.0;14.35;""credit_card"";138.91;""fashion_bolsas_e_acessorios"";5"
"809366b3993149432934a82e6e5b71d9;""6910071bfaee0f9191dde48e7b3fdadd"";""delivered"";""2018-01-18 13:49:05"";""2018-02-07 22:12:09"";""duque de caxias"";""RJ"";""12cfb75a481057d8c401f03f870a3305"";54.9;15.82;""credit_card"";70.72;""esporte_lazer"";3"
"f1e4736be624a0dad3a1d2c67545518f;""cfe96687550c3433cb992a3fc576084f"";""delivered"";""2018-02-01 19:44:56"";""2018-02-04 15:38:53"";""sao paulo"";""SP"";""b37a8cda46313ac91d79f16601ca5253"";110.0;8.96;""credit_card"";118.96;""ferramentas_jardim"";5"
"6a45bd0eaa9f36460b442d6c149fb97e;""f7200667802fa98c58b8110f7191bcee"";""delivered"";""2017-07-27 13:19:29"";""2017-08-02 18:43:07"";""rio claro"";""SP"";""9545d45c37449ccbc376de3a04c66e71"";116.9;13.84;""credit_card"";130.74;""beleza_saude"";5"
"69730255ec58c4cf06be03ba4718b994;""3ba092709645951ce8c3607ab0ba6505"";""delivered"";""2017-11-24 09:15:36"";""2017-12-05 21:58:50"";""sao paulo"";""SP"";""422879e10f46682990de24d770e7f83d"";49.0;13.41;""boleto"";62.41;""ferramentas_jardim"";0"
"b33fb23930b882d67b4b114c33f2e6df;""a2141dae4f56fd98148f8d8956f2c10a"";""delivered"";""2017-08-17 13:52:16"";""2017-08-29 17:25:15"";""rio acima"";""MG"";""fd60771c56d987cda1dc0169f4452e65"";54.9;15.13;""debit_card"";70.03;""automotivo"";4"
"807af8ed74954311649aa47a52ff3061;""33cb0e2958def1ed82a542a45b13c982"";""delivered"";""2018-07-18 21:42:24"";""2018-08-15 20:26:44"";""vila velha"";""ES"";""008cff0e5792219fae03e570f980b330"";134.99;43.23;""credit_card"";178.22;""esporte_lazer"";5"
"b87ca4e0ff52f4243bebeb16504f48e5;""f7479acf2d3ccae7c764b726bb24ad27"";""delivered"";""2017-04-19 17:57:46"";""2017-05-12 14:23:08"";""unai"";""MG"";""79d93bd70ef865017b4360427aad383e"";32.0;14.52;""voucher"";4.86;""fashion_bolsas_e_acessorios"";3"
"482da3676133323daf4d73c1125ed257;""1dfdb42bfd4f2398238591ee6237c348"";""delivered"";""2017-07-08 03:17:37"";""2017-07-20 21:03:14"";""marica"";""RJ"";""11875b30b49585209e608f40e8082e65"";65.0;16.89;""credit_card"";81.89;""esporte_lazer"";5"
"867edfba28b8528f1424668fbdf0d182;""09b05cf05544d8a96f2b7f55a89f10e9"";""delivered"";""2017-09-28 17:07:12"";""2017-10-06 19:21:41"";""santa cruz do sul"";""RS"";""83a1778b0d5b20c0724c97e35f083082"";64.9;17.7;""credit_card"";82.6;""brinquedos"";5"
"4d7f4e1a1e39afe66a974da416849477;""52cb925aa4eb5276c32cc93a2a130fc0"";""delivered"";""2018-01-13 08:12:43"";""2018-02-01 21:27:25"";""patrocinio paulista"";""SP"";""49eeae59754cbcf1abeeffb8f51184ee"";69.2;20.97;""credit_card"";90.17;""cama_mesa_banho"";1"
"150a2a0e81d701cf7dac37b86e5235b0;""36e63749ac0675e2ffbbd4cdba2ebe76"";""delivered"";""2018-04-25 20:44:52"";""2018-04-30 21:12:44"";""aracatuba"";""SP"";""07a949f27854f64558f8babcfec441cc"";39.9;13.71;""credit_card"";53.61;""cama_mesa_banho"";5"
"7d3fc20e36b2ee9683b0307b1129e96c;""16d505cd985a5e737955de5b91b733bf"";""delivered"";""2017-10-31 09:45:46"";""2017-11-10 18:29:07"";""brasilia"";""DF"";""380b4664ba5bb18cc9db78ee6bac3558"";29.0;14.1;""credit_card"";43.1;""relogios_presentes"";4"
"f464bdc3b17c2085e54b66d8e5ae1695;""59cac1762d59c78c991fbd9e3cd06bdf"";""delivered"";""2017-05-25 11:07:58"";""2017-05-30 11:11:59"";""sao paulo"";""SP"";""2acce4db469045e8f9a863028abce19d"";17.99;7.78;""credit_card"";3.07;""telefonia"";5"
"d1cc6390ec948b6e8d38ebddd2996d18;""4ac77c067bc945692624809372bd4ff7"";""shipped"";""2017-05-08 00:45:17"";"""";""ribeirao preto"";""SP"";""724079b3201139ea9f397edcf3ec90b9"";77.68;12.88;""credit_card"";181.12;""cama_mesa_banho"";3"
"0fe71fb21be89a6d57f98ae7c65d80cb;""0c3e6bbb4d61582f912d3acb1adb8981"";""shipped"";""2018-03-20 10:06:38"";"""";""rio de janeiro"";""RJ"";""a1ba3cfb1b59331aeefe47e5fdfe65e9"";171.0;26.49;""credit_card"";197.49;""construcao_ferramentas_construcao"";5"
"28fbe65f18578f91f026300af5e6bdbc;""dc169cbfe622bb5514404bba1f6fa004"";""delivered"";""2017-08-27 18:28:26"";""2017-09-01 18:03:56"";""sao paulo"";""SP"";""62d8daeee0db3a60c234c2d1bfd10651"";24.9;11.85;""credit_card"";110.25;""cama_mesa_banho"";4"
"42e8893e9d0399ef8df568bc6bc24f21;""00c7c6f2aaf86b1a5a386b103b67b218"";""delivered"";""2017-03-03 09:05:17"";""2017-03-13 12:09:39"";""paulinia"";""SP"";""34dabb8af33b3756cf72df05fb327011"";99.0;11.3;""credit_card"";110.3;""tablets_impressao_imagem"";3"
"77e6a10b9f7d2c7a06295e3098afac8c;""f1c1b72a3eafb0be1e32cfe59c256ba6"";""delivered"";""2018-08-08 08:06:32"";""2018-08-15 20:08:27"";""rolandia"";""PR"";""d59349a33fcba18707a61aa852c02c5b"";68.0;19.67;""credit_card"";175.34;""cama_mesa_banho"";5"
"f8f209528a1b97cc0fc2479c52af907b;""72ed86652fd2f0e671437576d61d88a4"";""delivered"";""2017-02-24 13:26:16"";""2017-03-24 12:15:35"";""buri"";""SP"";""084461b396a7e044af9229534fa03b51"";69.9;13.07;""credit_card"";82.97;""informatica_acessorios"";3"
"de4c5454fb8e64f76ec9689a472b23c7;""66b1555c5aaf32eda9799f8c6af3a884"";""delivered"";""2017-11-24 14:45:59"";""2017-12-13 15:25:20"";""rafard"";""SP"";""e2c3ed9aaddfd2312a6a5fe9b3ddadd3"";99.99;17.95;""credit_card"";235.88;""brinquedos"";3"
"33977ddc245e1fadaf16878d170e910d;""0d9eb1c3a4d6a109a54ae0ea510d2c8e"";""delivered"";""2018-08-08 09:42:14"";""2018-08-17 13:23:39"";""campinas"";""SP"";""0ecaf0629e5e227413504f3892bd76ba"";89.9;18.93;""credit_card"";217.66;""casa_conforto"";1"
"7736e9fe1d1c7d942e10ec7e57e94bbc;""4acdf61f00c231891e30ce833d9227ed"";""delivered"";""2018-08-09 09:53:36"";""2018-08-15 16:18:42"";""sao paulo"";""SP"";""f89caa3ea4fb5f7b6e7fb2bb4ba61881"";45.9;13.9;""credit_card"";59.8;""cama_mesa_banho"";4"
"84ebcff41a92fda70c984a3ef76d1237;""164073eaa0690f5b1004c5bbe77f6046"";""delivered"";""2018-08-02 19:10:49"";""2018-08-06 16:43:26"";""sao paulo"";""SP"";""cdfbf89ab41de77f2bc60c0194c00d37"";29.99;7.47;""voucher"";28.0;""telefonia"";5"
"5fd01511f0ac02261addc2116f223d5c;""783c221ed907e2d60e3e9f7e4b0b5017"";""delivered"";""2017-05-18 20:45:33"";""2017-05-31 16:27:58"";""bauru"";""SP"";""ce066f4a83649651549d717c9b566816"";69.9;8.27;""boleto"";78.17;""esporte_lazer"";3"
"7599f0394aa4e7aea57ca87897378014;""b3d94a7947f1b122459d6494760708e8"";""delivered"";""2017-07-20 13:34:43"";""2017-07-25 19:33:08"";""campinas"";""SP"";""f1c7f353075ce59d8a6f3cf58f419c9c"";205.0;15.04;""credit_card"";220.04;""cama_mesa_banho"";5"
"ad7ddb009f1bcd6c40cb1106471c292c;""26495cdb066f046945177209f10b67fb"";""delivered"";""2018-07-18 16:16:28"";""2018-07-24 15:08:39"";""mario campos"";""MG"";""06c950c36d589b39b34f5dc1d4a75e29"";480.65;21.47;""credit_card"";502.12;""beleza_saude"";4"
"caad12af34fbebf34b56c9a05210f5e8;""4acc0bd454598ed8783dff058d355a1b"";""delivered"";""2018-02-01 09:49:16"";""2018-02-07 22:32:36"";""mogi das cruzes"";""SP"";""3b43f7794dc5da533ffd74ebfeccf539"";22.99;7.78;""credit_card"";30.77;""esporte_lazer"";1"
"c1954a9b5ac71d26d0ddc091c2bda135;""d07f08ab374f2e4641e41229fa0bf264"";""delivered"";""2017-11-29 19:10:49"";""2017-12-12 19:42:01"";""santos"";""SP"";""abaefce0c17047c6829ff4078f2005d0"";24.99;17.6;""boleto"";42.59;""esporte_lazer"";4"
"8f41f6ee6b11dbc12bd14d1d0ce1641e;""c45842da0f866f6c40b7ba3f7c1aac20"";""delivered"";""2017-04-10 11:53:07"";""2017-04-17 09:52:48"";""rio de janeiro"";""RJ"";""54234b8d25e66201fe043b2fdcfa8e6e"";44.9;14.52;""debit_card"";59.42;""utilidades_domesticas"";3"
"b233cccf8622f1f4fea0bb355b1488ee;""48059e59369b7aa132510079add79bef"";""delivered"";""2018-08-09 15:52:42"";""2018-08-14 00:50:50"";""sao paulo"";""SP"";""93b513d693c7e922381d6aec80dfb639"";135.0;23.75;""boleto"";158.75;""esporte_lazer"";4"
